airportname,latitude,longitude,count
Stokka,65.956828,12.468944,1
Stornoway,58.215556,-6.331111,1
Strachowice,51.102683,16.885836,1
Stronsay Airport,59.1553,-2.64139,1
Sturup,55.530193,13.371639,1
Stuttgart,48.689878,9.221964,1
Subang-Sultan Abdul Aziz Shah Intl,3.130583,101.549333,1
Sud Corse,41.500557,9.097777,1
Sudbury,46.625,-80.798889,1
Sukkur,27.721989,68.791683,1
Sulaymaniyah International Airport,35.5608,45.3147,1
Sultan Abdul Halim,6.189667,100.398183,1
Sultan Babullah,0.831414,127.381486,1
Sultan Ismail,1.641308,103.669619,1
Sultan Ismail Petra,6.16685,102.293014,1
Sultan Mahmud,5.382639,103.10336,1
Sultan Mahmud Badaruddin Ii,-2.89825,104.699903,1
Sultan Syarif Kasim Ii,0.460786,101.444539,1
Sultan Thaha,-1.638017,103.644378,1
Sumburgh,59.878889,-1.295556,1
Sundsvall Harnosand,62.528125,17.443928,1
Sungshan,25.069722,121.5525,1
Sunshine Coast,-26.603333,153.091111,1
Supadio,-0.150711,109.403892,1
Surat,21.114061,72.741792,1
Surgut,61.343694,73.401842,1
Suvarnabhumi Intl,13.681108,100.747283,1
Svartnes Airport,70.355392,31.044889,1
Sveg,62.047811,14.42295,1
Svolvær Helle Airport,68.2433,14.6692,1
Syamsudin Noor,-3.442356,114.762553,1
Sydney,46.161388,-60.047779,1
Sydney Intl,-33.946111,151.177222,1
Syktyvkar,61.64705,50.84505,1
Syracuse Hancock Intl,43.111187,-76.106311,1
Tabriz Intl,38.133889,46.235,1
Tabubil Airport,-5.27861,141.226,1
Tabuk,28.365417,36.618889,1
Tachileik,20.483831,99.935353,1
Taif,21.483418,40.544334,1
Taiping,45.623403,126.250328,1
Taiz Intl,13.685964,44.139056,1
Tajin,20.602671,-97.460838999999993,1
Takamatsu,34.214167,134.015556,1
Takaroa,-14.455781,-145.024542,1
Talagi,64.360281,40.430167,1
Talavera La Real,38.89125,-6.821333,1
Tallahassee Rgnl,30.396528,-84.350333,1
Tallinn,59.413317,24.832844,1
Taloyoak,69.546667,-93.576667,1
Tamanrasset,22.811461,5.451075,1
Tambolaka Airport,-9.409717,119.244494,1
Tame,6.451081,-71.760261,1
Tampa Intl,27.975472,-82.53325,1
Tampere Pirkkala,61.414147,23.604392,1
Tanana Airport,65.179556,-152.075833,1
Tancredo Neves Intl,-19.63375,-43.968856,1
Tanna island,-19.455198,169.22394,1
Tansonnhat Intl,10.818797,106.651856,1
Taoyuan Intl,25.077731,121.232822,1
Tapachula Intl,14.794339,-92.370025,1
Taraz,42.853611,71.303611,1
Taree Airport,-31.8886,152.514,1
Tari Airport,-5.845,142.948,1
Tasiilaq,65.612222,-37.618333,1
Tasiujaq Airport,58.6678,-69.9558,1
Taupo,-38.739723,176.084444,1
Tauranga,-37.671944,176.19611,1
Tavaux,47.039014,5.42725,1
Tavie Airport,-16.439,168.257,1
Tawau,4.313369,118.121953,1
Tbilisi,41.669167,44.954722,1
Ted Stevens Anchorage Intl,61.174361,-149.996361,1
Tefe,-3.382944,-64.724056,1
Tegel,52.559686,13.287711,1
Teller Airport,65.240278,-166.339444,1
Ten Cel Av Cesar Bombonato,-18.882844,-48.225594,1
Tenerife Norte,28.482653,-16.341536,1
Tenerife Sur,28.044475,-16.572489,1
Tengchong Tuofeng Airport,24.938651,98.483591,1
Teniente Alejandro Velasco Astete Intl,-13.535722,-71.938781,1
Termez Airport,37.286667,67.31,1
Terrace,54.468508,-128.576219,1
Terrance B Lettsome Intl,18.444834,-64.542975,1
Tete Chingodzi,-16.104817,33.640181,1
Tête-à-la-Baleine Airport,50.6744,-59.3836,1
Thandwe,18.460731,94.300119,1
The Pas Airport,53.9714,-101.091,1
Theodore Francis Green State,41.732581,-71.420383,1
Thiruvananthapuram Intl,8.482122,76.920114,1
Thompson,55.801111,-97.864166,1
Thorne Bay Seaplane Base,55.688056,-132.536667,1
Thule Air Base,76.531203,-68.703161,1
Thunder Bay,48.371944,-89.323889,1
Thyna,34.717953,10.690972,1
Tianhe,30.783758,114.2081,1
Tianyang,23.72,106.96,1
Tiga Airport,-21.0961,167.804,1
Tikehau,-15.119617,-148.230697,1
Tille,49.454444,2.112778,1
Timmins,48.569721,-81.376667,1
Tirana Rinas,41.414742,19.720561,1
Tiska,24.292767,9.452444,1
Tivat,42.404664,18.723286,1
Tjilik Riwut,-2.225128,113.942661,1
Toamasina,-18.109517,49.392536,1
Tocumen Intl,9.071364,-79.383453,1
Toksook Bay Airport,60.541389,-165.087222,1
Tokua Airport,-4.34046,152.38,1
Tokyo Intl,35.552258,139.779694,1
Tolagnaro,-25.038056,46.956111,1
Toledo,41.586806,-83.807833,1
Toliara,-23.383369,43.728453,1
Tolmachevo,55.012622,82.650656,1
Tomsk Bogashevo Airport,56.380278,85.208333,1
Toncontin Intl,14.060883,-87.217197,1
Tongliao Airport,43.5567,122.2,1
Tongren,27.884,109.31,1
Toowoomba,-27.542778,151.916389,1
Torino,45.200761,7.649631,1
Torp,59.186703,10.258628,1
Torreon Intl,25.568278,-103.410583,1
Torres Airstrip,-13.328,166.638,1
Torsby Airport,60.157622,12.991269,1
Touat Cheikh Sidi Mohamed Belkebir,27.837589,-0.186414,1
Toussaint Louverture Intl,18.58005,-72.292542,1
Townsville,-19.2525,146.765278,1
Toyama,36.648333,137.1875,1
Trà Nóc Airport,10.085119,105.711922,1
Trabzon,40.995108,39.789728,1
Traian Vuia,45.809861,21.337861,1
Transilvania Targu Mures,46.467714,24.412525,1
Trapani Birgi,37.911403,12.487961,1
Trenton Mercer,40.276692,-74.813469,1
Tres De Mayo,0.505228,-76.500836,1
Treviso,45.6484,12.194422,1
Tri Cities Airport,46.2647,-119.119,1
Tri State Milton J Ferguson Field,38.3667,-82.558,1
Tri-Cities Regional Airport,36.4752222,-82.4074167,1
Tribhuvan Intl,27.696583,85.3591,1
Trichy,10.765364,78.709722,1
Tripoli Intl,32.663544,13.159011,1
Tshikapa Airport,-6.43833,20.7947,1
Tsushima,34.284889,129.33055,1
Tte Av Jorge Henrich Arauz,-14.818739,-64.918019,1
Tubuai,-23.365353,-149.524072,1
Tucson Intl,32.116083,-110.941028,1
Tulita,64.0833333,-125.5833333,1
Tulsa Intl,36.198389,-95.888111,1
Tuluksak Airport,61.096944,-160.969444,1
Tunxi International Airport,29.7333,118.256,1
Tupelo Regional Airport,34.2681,-88.7699,1
Turbat International Airport,25.986369,63.030167,1
Turku,60.514142,22.262808,1
U Taphao Intl,12.679944,101.005028,1
Ua Huka Airport,-8.93611,-139.552,1
Ua Pou Airport,-9.35167,-140.078,1
Uberaba,-19.765,-47.964778,1
Udaipur,24.617697,73.8961,1
Udon Thani,17.386436,102.788247,1
Ufa,54.557511,55.874417,1
Ukhta,63.340297,53.482592,1
Ulanhot Airport,46.083,122.017,1
Ulawa Airport,-9.854722,161.979167,1
Uléi Airport,-16.333,168.283,1
Ulsan,35.593494,129.351722,1
Ulukhaktok Holman,70.762778,-117.806111,1
Umea,63.791828,20.282758,1
Umiujaq Airport,56.5361,-76.5183,1
Unalakleet Airport,63.888333,-160.798889,1
Unalaska,53.900139,-166.5435,1
University Park Airport,40.849278,-77.848694,1
Upernavik Airport,72.7902,-56.1306,1
Upington,-28.399097,21.260239,1
Uraj,60.1,64.83,1
Uralsk,51.150833,51.543056,1
Urgench Airport,41.5843,60.6417,1
Ushuaia Malvinas Argentinas,-54.843278,-68.29575,1
Usiminas,-19.470722,-42.487583,1
Ust Kamenogorsk Airport,50.0366,82.4942,1
Uummannaq Heliport,70.4047,52.0702,1
Uytash,42.816822,47.652294,1
V C Bird Intl,17.136749,-61.792667,1
Vadodara,22.336164,73.226289,1
Vaernes,63.457556,10.92425,1
Vagar,62.063628,-7.277219,1
Val D Or,48.053333,-77.782778,1
Val De Cans Intl,-1.37925,-48.476292,1
Val De Loire,47.432222,0.727606,1
Valan,70.99,25.83,1
Valencia,39.489314,-0.481625,1
Valle Del Fuerte Intl,25.685194,-109.080806,1
Valley Intl,26.2285,-97.654389,1
Van,38.468219,43.3323,1
Vance Winkworth Amory International Airport,17.205678,-62.589869,1
Vancouver Intl,49.193889,-123.184444,1
Vanguardia,4.167875,-73.613761,1
Vanimo Airport,-2.69717,141.302,1
Varanasi,25.452358,82.859342,1
Varna,43.232072,27.825106,1
Vasteras,59.589444,16.633611,1
Vatry,48.776072,4.184492,1
Venetie Airport,67.008611,-146.366389,1
Venezia Tessera,45.505278,12.351944,1
Vias,43.323522,3.353903,1
Victoria Falls Intl,-18.095881,25.839006,1
Victoria Intl,48.646944,-123.425833,1
Vieques Airport,18.1158,-65.4227,1
Vigo,42.2318,-8.626775,1
Vigra,62.560372,6.110164,1
Vijayawada,16.530433,80.796847,1
Vilankulo,-22.018431,35.313297,1
Vilhelmina,64.579083,16.833575,1
Villafranca,45.395706,10.888533,1
Vilnius Intl,54.634133,25.285767,1
Vilo Acuna Intl,21.616453,-81.545989,1
Vinh Airport,18.737569,105.670764,1
Viracopos,-23.0075,-47.134444,1
Viru Viru Intl,-17.644756,-63.135364,1
Visby,57.662797,18.346211,1
Vishakhapatnam,17.721167,83.224483,1
Vitória da Conquista Airport,-14.862761,-40.863106,1
Vityazevo,45.002097,37.347272,1
Vnukovo,55.591531,37.261486,1
Vunisea Airport,-19.0581,178.157,1
Wabush,52.921944,-66.864444,1
Wagga Wagga,-35.165278,147.466389,1
Wai Oti,-8.640647,122.236889,1
Wai Sha Airport,23.4,116.683,1
Wainwright Airport,70.638056,-159.994722,1
Wajir,1.733239,40.091606,1
Wakkanai,45.404167,141.800833,1
Wales Airport,65.6225,-168.095,1
Wallblake,18.204834,-63.055084,1
Wallis,-13.238281,-176.199228,1
Walvis Bay Airport,-22.9799,14.6453,1
Wanxian Airport,30.8361,108.406,1
Wapekeka Airport,53.8492,-89.5794,1
Warri Airport,5.31,5.45,1
Warsaw Modlin,52.451111,20.651667,1
Washington Dulles Intl,38.944533,-77.455811,1
Waskaganish Airport,51.4733,-78.7583,1
Waterford,52.1872,-7.086964,1
Watertown Intl,43.991922,-76.021739,1
Watertown Regional Airport,44.914,-97.1547,1
Wattay Intl,17.988322,102.563256,1
Webequie Airport,52.9597,-87.3689,1
Weifang Airport,36.6467,119.119,1
Wellington Intl,-41.327221,174.805278,1
Wemindji Airport,53.0106,-78.8311,1
Wenzhou Yongqiang Airport,27.9122,120.852,1
Westchester Co,41.066959,-73.707575,1
Westerland Sylt,54.91325,8.340472,1
Westray Airport,59.3503,-2.95,1
Westsound Seaplane Base,48.617778,-122.952778,1
Wewak Intl,-3.583828,143.669186,1
Whale Cove Airport,62.24,-92.5981,1
Whangarei,-35.768333,174.365,1
White Mountain Airport,64.689167,-163.412778,1
Whitehorse Intl,60.709553,-135.067269,1
Wichita Mid Continent,37.649944,-97.433056,1
Wiley Post Will Rogers Mem,71.285446,-156.766003,1
Wilkes Barre Scranton Intl,41.338478,-75.723403,1
Will Rogers World,35.393089,-97.600733,1
William P Hobby,29.645419,-95.278889,1
Williams Lake,52.183056,-122.054167,1
Wilmington Intl,34.270615,-77.902569,1
Windhoek Hosea Kutako International Airport ,-22.486667,17.4625,1
Windorah Airport,-25.4131,142.667,1
Winnipeg Intl,49.910036,-97.239886,1
Winton Airport,-22.3636,143.086,1
Woerthersee International Airport,46.642514,14.337739,1
Wolter Monginsidi,-4.081608,122.418231,1
Woodbourne,-41.518333,173.870278,1
Worcester Regional Airport,42.2673,-71.8757,1
Wrangell Airport,56.4843,-132.37,1
Wuhai,39.794444,106.799444,1
Wujiaba,24.992364,102.743536,1
Wunnumin Lake Airport,52.8939,-89.2892,1
Wusu,37.746897,112.628428,1
Wuxi Airport,31.4944,120.429,1
Wuxu,22.608267,108.172442,1
Wynyard Airport,-40.9989,145.731,1
Xiangfan Airport,32.1506,112.291,1
Xianyang,34.447119,108.751592,1
Xiaoshan,30.229503,120.434453,1
Xilinhot Airport,43.9156,115.964,1
Xingyi Airport,25.0882,104.9587,1
Xining Caojiabu Airport,36.5275,102.043,1
Xinzheng,34.519672,113.840889,1
Xoxocotlan Intl,16.999906,-96.726639,1
Xuzhou Guanyin Airport,34.16,117.11,1
Yacuiba,-21.960925,-63.651669,1
Yakutat,59.3012,-139.3937,1
Yakutsk,62.09325,129.770672,1
Yamagata,38.411894,140.371331,1
Yan'an Airport,36.6369,109.554,1
Yancheng Airport,33.3856,120.125,1
Yangon Intl,16.907305,96.133222,1
Yangzhou Taizhou Airport,32.5617,119.715,1
Yanji Airport,42.8828,129.451258,1
Yaounde Nsimalen,3.722556,11.553269,1
Yap Intl,9.498911,138.082497,1
Yazd Shahid Sadooghi,31.904908,54.276503,1
Yeager,38.373147,-81.593189,1
Yelizovo,53.167889,158.453669,1
Yellowknife,62.462778,-114.440278,1
Yenbo,24.144244,38.06335,1
Yeosu,34.842328,127.61685,1
Yibin,28.800278,104.544444,1
Yichang Airport,30.671,111.441,1
Yichun Mingyueshan Airport,27.8033,114.3081,1
Yinchuan,38.481944,106.009167,1
Yiwu Airport,29.3447,120.032,1
Yonago Kitaro,35.492222,133.236389,1
Yongzhou Lingling Airport,26.345556,111.612222,1
Youngstown Warren Rgnl,41.260736,-80.679097,1
Yulin Airport,38.2692,109.731,1
Yuzhny,41.257861,69.281186,1
Zadar,44.108269,15.346697,1
Zagreb,45.742931,16.068778,1
Zahedan Intl,29.475686,60.906189,1
Zamboanga Intl,6.922419,122.059633,1
Zanzibar,-6.222025,39.224886,1
Zaporizhzhia International Airport,47.867,35.3157,1
Zaragoza Ab,41.666242,-1.041553,1
Zarzis,33.875031,10.775461,1
Zenata,35.016667,-1.45,1
Zhangxiao,35.018,110.993,1
Zhanjiang Airport,21.2144,110.358,1
Zhaotong Airport,27.3256,103.755,1
Zhijiang Airport,27.441389,109.699722,1
Zhob,31.358381,69.463606,1
Zhongwei Xiangshan Airport,37.5728,105.1544,1
Zhoubai,29.515,108.83,1
Zhoushan Airport,29.9342,122.362,1
Zhoushuizi,38.965667,121.5386,1
Zhuhai Airport,22.0064,113.376,1
Zhuliany Intl,50.401694,30.449697,1
Zia Intl,23.843333,90.397781,1
Ziguinchor,12.555617,-16.281783,1
Zona da Mata Regional Airport,-21.5130558014,-43.1730575562,1
Zonguldak,41.506111,32.088611,1
Zumbi Dos Palmares,-9.510808,-35.791678,1
Zurich,47.464722,8.549167,1
Zvartnots,40.147275,44.395881,1
Zweibruecken,49.209445,7.401323,1
